-765.127234567,-22.9744748888,637.276186616,-638.526727941,867.781427815,-691.768008778
-722.545037268,195.411983655,889.032879493,763.844476975,819.273904626,-855.691519857
642.309676534,3.17843492521,-557.8287508,869.524365474,854.165623047,-972.392445053
-816.726997561,-5.27910605195,-872.997880962,-834.682582273,-798.465715415,944.059351473
961.820348025,-80.3497077294,-802.672845246,-970.579003032,-930.423058687,910.938883498
-837.133426296,154.973371195,755.803272792,656.41973863,989.911731194,1236.48110266
1136.60962492,-89.7135142054,909.418371303,-867.802105316,965.530637459,-845.999576456
-991.172878882,66.3187732366,-799.592351005,876.409563786,902.258608279,826.109810416
800.891337366,39.0056425507,792.778186218,837.904085275,-848.627396245,-742.849868807
-864.598492933,-64.1205558344,-848.580324516,-938.099113749,-726.255012823,753.601277672
-801.325094691,-151.854889318,819.796706858,639.488766503,843.997088775,1132.43174692
832.790291466,149.934255793,-959.222439983,914.347801009,679.442991832,745.954610011
900.505104384,-29.7947221013,-841.463303545,-803.378780998,678.576532102,867.368290111
694.528117196,113.785529469,-778.494554093,-737.153025916,-784.511950552,-748.319113684
-630.064904957,60.41548407,612.834779613,-506.713530975,755.803874324,-782.005829406
-806.54392554,149.727623727,462.240510508,825.743801278,859.813828162,-839.859055858
-653.129974245,-72.2205061742,633.302844378,747.762682235,827.459841322,-796.165797994
823.617141269,-138.590024458,921.567039895,-802.049433454,-583.859502046,-880.823447427
801.116452227,59.5477225652,1008.70329884,-624.765054799,777.993947806,-963.120582173
-667.114976332,102.320079775,516.176617405,655.253485278,644.486900166,-661.952181242
850.746748604,6.00721993136,898.121386042,-763.213278182,846.471878657,-789.306532995
865.955327114,-90.6857633081,-903.395152455,692.362343037,923.133493547,765.837634804
766.175145595,108.102170525,-825.55559222,822.396415939,767.553184989,803.766557972
-690.248953802,-80.872291012,627.673285285,739.672950664,749.437428223,-678.319384165
780.498777111,-161.485337861,822.358201271,-1022.85849358,-751.860043304,-900.478666739
-898.188804809,102.935592514,-684.252671519,-988.614535529,799.086202506,-984.448987258
824.401980304,13.9144852745,-754.484165138,-782.574827982,-985.578750343,-851.942133997
1032.15042915,50.5951813744,727.893221308,-798.6041886,873.241074236,-538.677958028
790.820838325,-166.69631173,639.316821615,-844.538692699,-908.096702773,743.288638485
698.02214148,2.76470866172,-872.44153709,-888.903801802,-1055.49474358,-901.176975087
588.857896836,164.831699735,1014.73247297,-512.980972255,-1132.18629543,834.270472972
841.537281049,17.4050237135,751.710093088,-988.976435583,879.878062426,-870.733309338
750.405524854,-231.53169411,898.78042257,-748.883746435,-710.330880803,-868.990095433
800.261926874,-116.541987384,703.651619899,829.406368083,706.759489452,-932.768979343
604.086826611,-157.817399895,-561.56875382,676.590162554,906.383175178,-868.653993097
-642.534247268,-15.4702951798,759.43873061,-953.196680789,731.11444049,-797.18639399
854.204830498,-38.2007303196,-885.713783139,-838.187638883,481.11021633,994.043583209
753.464317715,-27.3010997165,-1050.46095629,884.407538245,627.914852369,857.910747143
-645.305808959,32.9311640803,724.447903791,-686.002565238,-639.996584853,-658.287770126
796.501217436,22.1599095782,-892.635132586,-733.051330901,997.709945908,720.314658164
951.514139364,191.912281245,815.980677134,-618.510291329,-812.59600353,-752.554198595
-944.521275588,108.575954786,907.199981689,849.568052754,630.870600268,-474.139012992
-987.699129535,32.0404381379,900.603867214,-842.004058738,-932.227081477,-884.410821427
896.60096856,40.0963748433,-917.315968008,847.189215288,890.24438965,-820.676125191
1150.79387879,-160.989492256,-402.904588888,-738.425640511,-953.934282558,924.124924236
-764.933404013,99.0067215756,704.835776239,761.253592491,771.703426593,-779.123376793
571.57283353,-26.2419035675,-1077.98790516,-850.532667143,-790.432043517,-768.788368542
-702.419368222,141.505645324,720.04834136,-870.547485351,-707.125677071,-751.844685341
-622.76553669,-35.9978100376,-704.426394978,770.446942859,667.267558863,907.42625806
814.351701741,-90.0253298911,-989.419414098,806.604331528,776.876922994,832.88444645
711.386693078,-137.675554596,795.591733875,-896.790705865,899.245396217,927.447652182
792.598440807,-54.7879077948,862.553788812,711.28284752,-895.448396803,-942.768794766
869.129541985,53.6482598556,758.85564446,-822.642491951,900.256729145,-917.103509592
741.987871268,27.4990540918,-961.863348068,876.482365197,697.905786091,830.696192818
784.236846192,118.944554666,655.418127021,-777.07223287,732.035714711,615.254129273
595.478152866,-79.5026828981,916.021751115,-808.754825646,697.72982302,-940.87086364
-615.229715064,-228.81855174,842.921062019,647.760850838,710.494598844,-788.824589468
-972.190901343,180.467884932,941.758755402,881.738931264,739.603319419,-659.244950646
-918.724357319,-29.2463710681,-684.513084087,-1120.1123871,864.359762087,-781.920280501
-866.119656906,122.362286346,918.379021457,-669.251200202,-693.354515493,-811.090115429
608.557600497,-38.046852031,762.495652509,-817.825061487,831.27680087,863.820780147
-742.885332608,-71.1833952071,-755.367879004,1078.06099324,1058.06572067,279.58630652
774.841873553,201.963170451,836.83542885,-653.328095206,-770.61324091,-774.547235184
792.966849421,95.6084202937,883.354200764,-674.367884423,810.288944993,-975.282971766
834.734366225,115.084981266,788.546979562,-835.549380042,-832.115375159,828.343515662
-673.610855138,-2.33983926348,755.742855855,-763.450901159,710.671939658,-783.296618819
-785.902878486,202.365532416,842.579063084,771.101792583,766.047746336,-815.500289524
-807.7853923,-97.4500479317,834.445612786,-791.781319491,758.094745178,-846.64871553
1003.5232157,58.2698266943,783.335243684,-987.443610269,-488.161950883,703.415465221
917.009704228,-63.666111922,-685.960700368,-845.006434738,-1002.1654161,-909.689117369
799.648804652,48.4487891495,-969.945861304,852.696383039,753.015681544,795.697492601
672.085045833,26.7659236395,861.946002954,-758.198581872,-687.690914502,-822.690314292
901.158316678,-88.1774770238,642.174818177,706.974220862,716.511356888,-774.774708735
556.431981356,208.313248113,792.169166747,-745.811494961,904.007123295,788.065110289
904.599403456,89.6551820293,897.077416347,728.770041587,-906.7163467,-789.943373899
-1099.43653038,121.469909856,936.046658685,-796.627279066,854.04228072,-666.0710531
-853.969923863,-89.3908186446,889.173048742,-793.963937277,856.769402812,-789.438725173
-699.938166901,-92.5898087003,743.221888695,862.426232142,-966.080122475,1094.06488044
991.483571846,12.9512704003,762.625766099,-639.427776372,-867.728845459,-713.44184377
-736.613224874,11.7828969685,-748.949389083,-778.762837107,648.439564174,-843.708884885
813.816306317,70.9381891808,961.991674293,1182.32643416,1010.2498547,-597.772901044
-691.083476187,-204.696682429,-844.895007444,-726.114258094,-858.363364384,972.121850849
-786.563475719,71.6230151593,-720.664108641,-697.874237164,-827.690801633,743.147764516
-492.347363254,-146.490906431,632.879654278,918.495757833,1124.35478055,1011.0627144
-998.854905032,47.5210995437,945.007149814,-767.634972442,-867.031834998,-875.645426483
696.129877824,126.319635569,955.837259274,-672.382251478,-920.847285045,847.227999827
778.276003821,119.714673409,-822.739721752,730.732731574,891.856872347,-800.49091117
-970.985119505,-70.6629894452,-806.637476331,753.56537957,-771.270241625,1021.86842465
791.231267885,31.765000683,628.839969892,-852.796988912,767.153880806,-651.402578889
-622.756179086,-64.1621222029,512.616331458,-632.139250541,779.646012877,-736.652476443
690.992646235,122.542619418,-852.147434486,-795.532290391,-704.013334013,732.22612644
-774.760632926,-165.317553729,942.554701352,804.919850215,-796.545385021,649.321876707
657.793294513,61.9501541647,1016.60917887,-849.187763341,778.561027741,-1062.41271023
-834.929482388,15.3377963895,846.836479292,-771.376720507,-798.699060673,-829.04232306
973.151665324,111.806526462,490.295120939,-784.911061639,890.915606159,-632.887909005
-726.793035063,66.5670278495,-815.938057394,-756.809237676,-850.767975986,771.869307388
926.865748205,-244.024787255,-775.27081297,710.403318146,945.561957851,708.938038431
-856.258259161,-87.2585900975,-715.953838031,930.444101535,-916.404843592,798.373153748
-700.723077737,94.2987348765,788.721870148,970.62510101,-834.752328864,721.800402835
605.883687118,-31.2327446871,-841.34181384,1021.02427185,470.818880114,924.309917475
-765.672597002,185.881572858,622.613328674,880.117974735,-677.661265585,683.850616983
789.396775408,-48.7850462458,658.226283668,-756.29153195,-916.796821251,982.921032148
-722.150869177,115.042260264,753.445622197,-808.970361089,-762.750479534,-804.572904574
797.712563939,-21.0356037178,808.506120063,-869.485205158,-830.680935431,-845.326299394
-706.134695809,-115.911717057,-725.917057593,-735.791089471,-809.141035567,732.188706964
847.276095771,-91.4915816909,854.574005267,-681.091664626,779.047049093,728.093741776
855.204538364,43.5351176822,801.930967527,876.734865108,-841.476942246,-844.31444604
896.502653836,-75.6423523599,639.435123058,-720.574989155,698.732208902,558.895339649
599.340798532,-104.36792564,-937.688606735,-819.043449805,-897.665074343,-793.451562474
-941.785565765,144.25278218,898.978989918,-736.976857755,-870.679854418,-839.888402412
695.158884138,3.58898444102,985.267747666,-657.779787697,-874.190790051,826.114451891
-880.281047144,11.5231704725,799.50202304,646.528879179,-668.716562555,750.165835007
684.909334256,10.9130891184,-849.987244154,735.082693593,851.014572187,923.238751434
-982.718946335,-35.447529171,-850.643447524,-883.725545451,-761.664998262,841.583307342
-628.555458304,64.6543343701,765.969951298,-672.808652706,651.477267481,-768.171659042
-915.480367348,98.5801360231,854.911613273,-1020.58998003,865.880488516,-877.226558287
-763.687661621,27.4837377797,727.36238848,840.590933188,-737.70550038,816.293742099
-964.394709792,54.015519404,-526.94806089,812.538759894,-960.527040373,915.375666761
-788.7731566,-33.4420844839,838.625947567,768.899013204,731.094572752,-733.333340116
-834.611899009,-22.4973625488,811.832039559,738.607175961,-864.078385636,985.410559339
878.596910745,-37.0465433397,-800.019734155,-779.808257914,1015.17051194,769.980438413
-800.671250786,-110.768531149,-752.064955403,-831.417739344,721.785352745,-857.316841536
-745.144230377,-119.333527751,612.19716265,925.15275855,953.447677936,927.893612685
888.495522393,-119.689020229,-785.504864614,-791.9400008,939.222197028,761.62283503
976.802117934,213.273330495,548.524261129,-1041.22700961,872.32663436,-484.872954812
837.215442078,-270.687154193,648.623952702,-918.130054242,-880.11822233,800.123449943
620.807704713,107.227386266,-881.893540664,-828.403532902,-921.310507715,-818.330146338
701.446850284,-1.49637521198,-608.026827983,829.503901511,716.637087167,862.393680168
749.568518453,-116.323733433,839.112881876,925.202754065,919.892433283,-620.313323204
